marketgroup,year,quarter,price,foodgroup
1,2004,1,,14
1,2004,2,,14
1,2004,3,,14
1,2004,4,,14
1,2005,1,,14
1,2005,2,,14
1,2005,3,,14
1,2005,4,,14
1,2006,1,,14
1,2006,2,,14
1,2006,3,,14
1,2006,4,,14
1,2007,1,0.188691,14
1,2007,2,,14
1,2007,3,,14
1,2007,4,,14
1,2008,1,,14
1,2008,2,,14
1,2008,3,,14
1,2008,4,,14
1,2009,1,0.29992340000000001,14
1,2009,2,,14
1,2009,3,,14
1,2009,4,0.3012396,14
1,2010,1,0.28040900000000002,14
1,2010,2,,14
1,2010,3,,14
1,2010,4,,14
2,2004,1,0.1830678,14
2,2004,2,0.19529940000000001,14
2,2004,3,0.18838569999999999,14
2,2004,4,0.1984194,14
2,2005,1,0.2239476,14
2,2005,2,0.21923000000000001,14
2,2005,3,0.20751829999999999,14
2,2005,4,0.22438720000000001,14
2,2006,1,0.2193311,14
2,2006,2,0.21594150000000001,14
2,2006,3,0.2440746,14
2,2006,4,0.2116566,14
2,2007,1,0.2293733,14
2,2007,2,0.2471054,14
2,2007,3,0.26037199999999999,14
2,2007,4,0.2623994,14
2,2008,1,0.28616540000000001,14
2,2008,2,0.27602650000000001,14
2,2008,3,0.298045,14
2,2008,4,0.32969100000000001,14
2,2009,1,0.36563499999999999,14
2,2009,2,0.332789,14
2,2009,3,0.34136650000000002,14
2,2009,4,0.3277737,14
2,2010,1,0.32518960000000002,14
2,2010,2,0.30845240000000002,14
2,2010,3,0.32706109999999999,14
2,2010,4,0.33091809999999999,14
3,2004,1,0.17993410000000001,14
3,2004,2,0.18420690000000001,14
3,2004,3,0.17135909999999999,14
3,2004,4,0.1818959,14
3,2005,1,0.18751370000000001,14
3,2005,2,0.18480559999999999,14
3,2005,3,0.18848239999999999,14
3,2005,4,0.18540209999999999,14
3,2006,1,0.18306739999999999,14
3,2006,2,0.19999069999999999,14
3,2006,3,0.19222139999999999,14
3,2006,4,0.2019164,14
3,2007,1,0.2085437,14
3,2007,2,0.22509560000000001,14
3,2007,3,0.2269593,14
3,2007,4,0.2395427,14
3,2008,1,0.24688669999999999,14
3,2008,2,0.25977820000000001,14
3,2008,3,0.2728834,14
3,2008,4,0.31321189999999999,14
3,2009,1,0.29657509999999998,14
3,2009,2,0.30403340000000001,14
3,2009,3,0.3067975,14
3,2009,4,0.29716490000000001,14
3,2010,1,0.30833949999999999,14
3,2010,2,0.29767080000000001,14
3,2010,3,0.2985121,14
3,2010,4,0.28482930000000001,14
4,2004,1,0.18660979999999999,14
4,2004,2,0.17984600000000001,14
4,2004,3,0.18600549999999999,14
4,2004,4,0.19209029999999999,14
4,2005,1,0.19499810000000001,14
4,2005,2,0.2908925,14
4,2005,3,0.2452384,14
4,2005,4,0.20181199999999999,14
