marketgroup,year,quarter,price,foodgroup
1,2004,1,0.51693199999999995,1
1,2004,2,0.60662479999999996,1
1,2004,3,0.50069169999999996,1
1,2004,4,0.35593799999999998,1
1,2005,1,0.44214249999999999,1
1,2005,2,0.51743439999999996,1
1,2005,3,0.42852990000000002,1
1,2005,4,0.4179426,1
1,2006,1,0.54000190000000003,1
1,2006,2,0.57813130000000001,1
1,2006,3,0.52632060000000003,1
1,2006,4,0.52874010000000005,1
1,2007,1,0.58024699999999996,1
1,2007,2,0.56856640000000003,1
1,2007,3,0.51432690000000003,1
1,2007,4,0.47341729999999999,1
1,2008,1,0.57630459999999994,1
1,2008,2,0.54931399999999997,1
1,2008,3,0.52028339999999995,1
1,2008,4,0.53782799999999997,1
1,2009,1,0.58631770000000005,1
1,2009,2,0.55946379999999996,1
1,2009,3,0.50210929999999998,1
1,2009,4,0.52204070000000002,1
1,2010,1,0.53351859999999995,1
1,2010,2,0.55009470000000005,1
1,2010,3,0.52136539999999998,1
1,2010,4,0.49858950000000002,1
2,2004,1,0.51902380000000004,1
2,2004,2,0.52518810000000005,1
2,2004,3,0.49609910000000002,1
2,2004,4,0.42535109999999998,1
2,2005,1,0.51726720000000004,1
2,2005,2,0.49322240000000001,1
2,2005,3,0.47097329999999998,1
2,2005,4,0.4882107,1
2,2006,1,0.50832460000000002,1
2,2006,2,0.48684709999999998,1
2,2006,3,0.46767300000000001,1
2,2006,4,0.4807671,1
2,2007,1,0.59864150000000005,1
2,2007,2,0.6049485,1
2,2007,3,0.576901,1
2,2007,4,0.53203299999999998,1
2,2008,1,0.61377809999999999,1
2,2008,2,0.59327359999999996,1
2,2008,3,0.57365149999999998,1
2,2008,4,0.59788870000000005,1
2,2009,1,0.6340867,1
2,2009,2,0.56932119999999997,1
2,2009,3,0.51776009999999995,1
2,2009,4,0.6097243,1
2,2010,1,0.59278459999999999,1
2,2010,2,0.56588550000000004,1
2,2010,3,0.57645780000000002,1
2,2010,4,0.61471849999999995,1
3,2004,1,0.37000889999999997,1
3,2004,2,0.43039100000000002,1
3,2004,3,0.4256547,1
3,2004,4,0.3465956,1
3,2005,1,0.38533070000000003,1
3,2005,2,0.39883980000000002,1
3,2005,3,0.40293099999999998,1
3,2005,4,0.36729030000000001,1
3,2006,1,0.42458820000000003,1
3,2006,2,0.4127285,1
3,2006,3,0.43053350000000001,1
3,2006,4,0.42367120000000003,1
3,2007,1,0.47087560000000001,1
3,2007,2,0.44555359999999999,1
3,2007,3,0.42770540000000001,1
3,2007,4,0.4164255,1
3,2008,1,0.43916549999999999,1
3,2008,2,0.44215110000000002,1
3,2008,3,0.46983249999999999,1
3,2008,4,0.4573123,1
3,2009,1,0.50122359999999999,1
3,2009,2,0.4684488,1
3,2009,3,0.45820949999999999,1
3,2009,4,0.45297860000000001,1
3,2010,1,0.46397860000000002,1
3,2010,2,0.4491812,1
3,2010,3,0.4405848,1
3,2010,4,0.4609895,1
4,2004,1,0.45651180000000002,1
4,2004,2,0.4897937,1
4,2004,3,0.45930280000000001,1
4,2004,4,0.36292380000000002,1
4,2005,1,0.43840230000000002,1
4,2005,2,0.44837070000000001,1
4,2005,3,0.43269160000000001,1
4,2005,4,0.36734539999999999,1
4,2006,1,0.4881315,1
4,2006,2,0.45989639999999998,1
4,2006,3,0.45811560000000001,1
4,2006,4,0.42022680000000001,1
4,2007,1,0.4980136,1
4,2007,2,0.51457039999999998,1
4,2007,3,0.45362940000000002,1
4,2007,4,0.44589099999999998,1
4,2008,1,0.47943819999999998,1
4,2008,2,0.51080329999999996,1
4,2008,3,0.49121399999999998,1
4,2008,4,0.46531790000000001,1
4,2009,1,0.51165020000000005,1
4,2009,2,0.4968784,1
4,2009,3,0.47585660000000002,1
4,2009,4,0.46464240000000001,1
4,2010,1,0.51039789999999996,1
4,2010,2,0.50984510000000005,1
4,2010,3,0.48354659999999999,1
4,2010,4,0.46651819999999999,1
5,2004,1,0.3568791,1
5,2004,2,0.37780960000000002,1
5,2004,3,0.39508339999999997,1
5,2004,4,0.31437140000000002,1
5,2005,1,0.34695039999999999,1
5,2005,2,0.37575449999999999,1
5,2005,3,0.36711719999999998,1
5,2005,4,0.30851529999999999,1
5,2006,1,0.3490665,1
5,2006,2,0.38027709999999998,1
5,2006,3,0.40187879999999998,1
5,2006,4,0.35008109999999998,1
5,2007,1,0.42345919999999998,1
5,2007,2,0.41579670000000002,1
5,2007,3,0.42392800000000003,1
5,2007,4,0.37587500000000001,1
5,2008,1,0.4387645,1
5,2008,2,0.4489765,1
5,2008,3,0.4782942,1
5,2008,4,0.44416220000000001,1
5,2009,1,0.46938829999999998,1
5,2009,2,0.44263839999999999,1
5,2009,3,0.43122880000000002,1
5,2009,4,0.41626249999999998,1
5,2010,1,0.40319329999999998,1
5,2010,2,0.43615690000000001,1
5,2010,3,0.42338769999999998,1
5,2010,4,0.43550109999999997,1
6,2004,1,0.36752420000000002,1
6,2004,2,0.42362739999999999,1
6,2004,3,0.44646780000000003,1
6,2004,4,0.3353159,1
6,2005,1,0.38044519999999998,1
6,2005,2,0.40255210000000002,1
6,2005,3,0.4176435,1
6,2005,4,0.34867009999999998,1
6,2006,1,0.4042751,1
6,2006,2,0.4368763,1
6,2006,3,0.45096510000000001,1
6,2006,4,0.39336379999999999,1
6,2007,1,0.46202650000000001,1
6,2007,2,0.49518679999999998,1
6,2007,3,0.47414479999999998,1
6,2007,4,0.46698879999999998,1
6,2008,1,0.47414309999999998,1
6,2008,2,0.50433779999999995,1
6,2008,3,0.50611980000000001,1
6,2008,4,0.49146139999999999,1
6,2009,1,0.47199449999999998,1
6,2009,2,0.46634510000000001,1
6,2009,3,0.47533330000000001,1
6,2009,4,0.4731013,1
6,2010,1,0.44438139999999998,1
6,2010,2,0.48882310000000001,1
6,2010,3,0.45071470000000002,1
6,2010,4,0.50244370000000005,1
7,2004,1,0.41597050000000002,1
7,2004,2,0.43493929999999997,1
7,2004,3,0.41852990000000001,1
7,2004,4,0.39085170000000002,1
7,2005,1,0.43185869999999998,1
7,2005,2,0.42043439999999999,1
7,2005,3,0.45289299999999999,1
7,2005,4,0.397374,1
7,2006,1,0.43200169999999999,1
7,2006,2,0.42217159999999998,1
7,2006,3,0.46773399999999998,1
7,2006,4,0.43964940000000002,1
7,2007,1,0.45461499999999999,1
7,2007,2,0.48838789999999999,1
7,2007,3,0.44654349999999998,1
7,2007,4,0.5010095,1
7,2008,1,0.48745169999999999,1
7,2008,2,0.50846709999999995,1
7,2008,3,0.49615189999999998,1
7,2008,4,0.5056252,1
7,2009,1,0.51518200000000003,1
7,2009,2,0.51793449999999996,1
7,2009,3,0.50098679999999995,1
7,2009,4,0.48498170000000002,1
7,2010,1,0.44866289999999998,1
7,2010,2,0.46596989999999999,1
7,2010,3,0.47334009999999999,1
7,2010,4,0.51105699999999998,1
8,2004,1,0.38790249999999998,1
8,2004,2,0.44489899999999999,1
8,2004,3,0.43373469999999997,1
8,2004,4,0.336088,1
8,2005,1,0.41076620000000003,1
8,2005,2,0.4343746,1
8,2005,3,0.41103260000000003,1
8,2005,4,0.33296809999999999,1
8,2006,1,0.43212159999999999,1
8,2006,2,0.47590779999999999,1
8,2006,3,0.47828720000000002,1
8,2006,4,0.42690450000000002,1
8,2007,1,0.44383430000000001,1
8,2007,2,0.46359689999999998,1
8,2007,3,0.4678291,1
8,2007,4,0.414663,1
8,2008,1,0.43331769999999997,1
8,2008,2,0.46667069999999999,1
8,2008,3,0.48229880000000003,1
8,2008,4,0.43671979999999999,1
8,2009,1,0.45523429999999998,1
8,2009,2,0.44194220000000001,1
8,2009,3,0.4333456,1
8,2009,4,0.43457570000000001,1
8,2010,1,0.44300309999999998,1
8,2010,2,0.44049369999999999,1
8,2010,3,0.44799050000000001,1
8,2010,4,0.4462719,1
9,2004,1,0.46197739999999998,1
9,2004,2,0.53825529999999999,1
9,2004,3,0.45978980000000003,1
9,2004,4,0.3841889,1
9,2005,1,0.43864599999999998,1
9,2005,2,0.45222459999999998,1
9,2005,3,0.46937859999999998,1
9,2005,4,0.42598269999999999,1
9,2006,1,0.49601129999999999,1
9,2006,2,0.50533479999999997,1
9,2006,3,0.58490869999999995,1
9,2006,4,0.48501109999999997,1
9,2007,1,0.58454779999999995,1
9,2007,2,0.53481449999999997,1
9,2007,3,0.49082500000000001,1
9,2007,4,0.45328760000000001,1
9,2008,1,0.50109789999999998,1
9,2008,2,0.5106425,1
9,2008,3,0.5121964,1
9,2008,4,0.48398039999999998,1
9,2009,1,0.52903259999999996,1
9,2009,2,0.50919769999999998,1
9,2009,3,0.46136379999999999,1
9,2009,4,0.52259109999999998,1
9,2010,1,0.48961929999999998,1
9,2010,2,0.48943389999999998,1
9,2010,3,0.47179769999999999,1
9,2010,4,0.53765850000000004,1
10,2004,1,0.33077499999999999,1
10,2004,2,0.35238219999999998,1
10,2004,3,0.33877459999999998,1
10,2004,4,0.28210350000000001,1
10,2005,1,0.34001959999999998,1
10,2005,2,0.35649049999999999,1
10,2005,3,0.36033789999999999,1
10,2005,4,0.3187062,1
10,2006,1,0.37776549999999998,1
10,2006,2,0.37215920000000002,1
10,2006,3,0.38722430000000002,1
10,2006,4,0.37560880000000002,1
10,2007,1,0.41343669999999999,1
10,2007,2,0.4307665,1
10,2007,3,0.40923510000000002,1
10,2007,4,0.38545190000000001,1
10,2008,1,0.41425729999999999,1
10,2008,2,0.42795559999999999,1
10,2008,3,0.42793819999999999,1
10,2008,4,0.40728399999999998,1
10,2009,1,0.43792579999999998,1
10,2009,2,0.41185250000000001,1
10,2009,3,0.41298889999999999,1
10,2009,4,0.39138070000000003,1
10,2010,1,0.4120048,1
10,2010,2,0.43729210000000002,1
10,2010,3,0.42722520000000003,1
10,2010,4,0.42553190000000002,1
11,2004,1,0.36590810000000001,1
11,2004,2,0.4127671,1
11,2004,3,0.42020839999999998,1
11,2004,4,0.36013879999999998,1
11,2005,1,0.38111139999999999,1
