marketgroup,year,quarter,price,foodgroup
1,2004,1,0.14282349999999999,15
1,2004,2,0.15377560000000001,15
1,2004,3,0.15219440000000001,15
1,2004,4,0.1632151,15
1,2005,1,0.16809750000000001,15
1,2005,2,0.16451750000000001,15
1,2005,3,0.15370729999999999,15
1,2005,4,0.15311040000000001,15
1,2006,1,0.15169969999999999,15
1,2006,2,0.13751749999999999,15
1,2006,3,0.1515637,15
1,2006,4,0.15527560000000001,15
1,2007,1,0.16232640000000001,15
1,2007,2,0.17936009999999999,15
1,2007,3,0.1599139,15
1,2007,4,0.16916729999999999,15
1,2008,1,0.1511615,15
1,2008,2,0.1730834,15
1,2008,3,0.1589942,15
1,2008,4,0.19712589999999999,15
1,2009,1,0.2128399,15
1,2009,2,0.21056820000000001,15
1,2009,3,0.19844210000000001,15
1,2009,4,0.19900499999999999,15
1,2010,1,0.20369090000000001,15
1,2010,2,0.23544300000000001,15
1,2010,3,0.20871310000000001,15
1,2010,4,0.2078748,15
2,2004,1,0.1451134,15
2,2004,2,0.14987349999999999,15
2,2004,3,0.1554133,15
2,2004,4,0.15983339999999999,15
2,2005,1,0.15987899999999999,15
2,2005,2,0.15327360000000001,15
2,2005,3,0.16408809999999999,15
2,2005,4,0.16711519999999999,15
2,2006,1,0.16968820000000001,15
2,2006,2,0.15871679999999999,15
2,2006,3,0.16929440000000001,15
2,2006,4,0.16837669999999999,15
2,2007,1,0.1712793,15
2,2007,2,0.17935970000000001,15
2,2007,3,0.17917569999999999,15
2,2007,4,0.1739705,15
2,2008,1,0.17469190000000001,15
2,2008,2,0.19636319999999999,15
2,2008,3,0.20594180000000001,15
2,2008,4,0.21751719999999999,15
2,2009,1,0.2110756,15
2,2009,2,0.22519429999999999,15
2,2009,3,0.21455730000000001,15
2,2009,4,0.2284243,15
2,2010,1,0.22880149999999999,15
2,2010,2,0.23195379999999999,15
2,2010,3,0.22183149999999999,15
2,2010,4,0.22246469999999999,15
3,2004,1,0.12944559999999999,15
3,2004,2,0.1353907,15
3,2004,3,0.136846,15
3,2004,4,0.1281706,15
3,2005,1,0.13267019999999999,15
3,2005,2,0.13803260000000001,15
3,2005,3,0.14003950000000001,15
3,2005,4,0.13957849999999999,15
3,2006,1,0.14684059999999999,15
3,2006,2,0.14569289999999999,15
3,2006,3,0.14661660000000001,15
3,2006,4,0.14766280000000001,15
3,2007,1,0.14456289999999999,15
3,2007,2,0.15090219999999999,15
3,2007,3,0.1452106,15
3,2007,4,0.14600369999999999,15
3,2008,1,0.15011849999999999,15
3,2008,2,0.1588463,15
3,2008,3,0.16294990000000001,15
3,2008,4,0.1708886,15
3,2009,1,0.1761365,15
3,2009,2,0.183091,15
3,2009,3,0.1840224,15
3,2009,4,0.18207229999999999,15
3,2010,1,0.18386359999999999,15
3,2010,2,0.2000982,15
3,2010,3,0.19992670000000001,15
3,2010,4,0.19833770000000001,15
4,2004,1,0.12841900000000001,15
4,2004,2,0.1335064,15
4,2004,3,0.13721459999999999,15
4,2004,4,0.135662,15
4,2005,1,0.129078,15
4,2005,2,0.14038600000000001,15
4,2005,3,0.144402,15
4,2005,4,0.14095659999999999,15
4,2006,1,0.1370101,15
4,2006,2,0.15302950000000001,15
4,2006,3,0.14883360000000001,15
4,2006,4,0.15626719999999999,15
4,2007,1,0.14676169999999999,15
4,2007,2,0.1571842,15
4,2007,3,0.16025139999999999,15
4,2007,4,0.15858639999999999,15
4,2008,1,0.15014730000000001,15
4,2008,2,0.16512660000000001,15
4,2008,3,0.1799548,15
4,2008,4,0.18366979999999999,15
4,2009,1,0.19180639999999999,15
4,2009,2,0.19323309999999999,15
4,2009,3,0.19949710000000001,15
4,2009,4,0.19925699999999999,15
