marketgroup,year,quarter,price,foodgroup
1,2004,1,0.1544326,9
1,2004,2,0.17150070000000001,9
1,2004,3,0.16710359999999999,9
1,2004,4,0.15613350000000001,9
1,2005,1,0.1656386,9
1,2005,2,0.17989260000000001,9
1,2005,3,0.1753315,9
1,2005,4,0.17274539999999999,9
1,2006,1,0.17793220000000001,9
1,2006,2,0.17049919999999999,9
1,2006,3,0.18079329999999999,9
1,2006,4,0.17769650000000001,9
1,2007,1,0.1762956,9
1,2007,2,0.1951686,9
1,2007,3,0.1955143,9
1,2007,4,0.1735256,9
1,2008,1,0.18588279999999999,9
1,2008,2,0.18365390000000001,9
1,2008,3,0.196631,9
1,2008,4,0.20977689999999999,9
1,2009,1,0.216031,9
1,2009,2,0.24813830000000001,9
1,2009,3,0.2237999,9
1,2009,4,0.21854000000000001,9
1,2010,1,0.2117309,9
1,2010,2,0.2315016,9
1,2010,3,0.21553720000000001,9
1,2010,4,0.2077079,9
2,2004,1,0.16254830000000001,9
2,2004,2,0.17362279999999999,9
2,2004,3,0.17741760000000001,9
2,2004,4,0.17332220000000001,9
2,2005,1,0.18600030000000001,9
2,2005,2,0.18908430000000001,9
2,2005,3,0.18576819999999999,9
2,2005,4,0.18028240000000001,9
2,2006,1,0.1921725,9
2,2006,2,0.19711210000000001,9
2,2006,3,0.2005566,9
2,2006,4,0.1901746,9
2,2007,1,0.20310880000000001,9
2,2007,2,0.21087980000000001,9
2,2007,3,0.20470740000000001,9
2,2007,4,0.1956505,9
2,2008,1,0.212367,9
2,2008,2,0.22273889999999999,9
2,2008,3,0.21743899999999999,9
2,2008,4,0.23332040000000001,9
2,2009,1,0.24727769999999999,9
2,2009,2,0.26529970000000003,9
2,2009,3,0.255357,9
2,2009,4,0.24679580000000001,9
2,2010,1,0.2499769,9
2,2010,2,0.249448,9
2,2010,3,0.2484123,9
2,2010,4,0.23248440000000001,9
3,2004,1,0.13081219999999999,9
3,2004,2,0.13184170000000001,9
3,2004,3,0.13877909999999999,9
3,2004,4,0.1363065,9
3,2005,1,0.13580339999999999,9
3,2005,2,0.132768,9
3,2005,3,0.14351140000000001,9
3,2005,4,0.1280414,9
3,2006,1,0.13726279999999999,9
3,2006,2,0.13243940000000001,9
3,2006,3,0.13895689999999999,9
3,2006,4,0.13924110000000001,9
3,2007,1,0.13540869999999999,9
3,2007,2,0.14090230000000001,9
3,2007,3,0.13936180000000001,9
3,2007,4,0.1414376,9
3,2008,1,0.1529248,9
3,2008,2,0.15071999999999999,9
3,2008,3,0.17036609999999999,9
3,2008,4,0.16972760000000001,9
3,2009,1,0.1781684,9
3,2009,2,0.18008930000000001,9
3,2009,3,0.18025050000000001,9
3,2009,4,0.1692032,9
3,2010,1,0.1746644,9
3,2010,2,0.1738796,9
3,2010,3,0.1810108,9
3,2010,4,0.1649766,9
4,2004,1,0.1451519,9
4,2004,2,0.15435009999999999,9
4,2004,3,0.15872549999999999,9
4,2004,4,0.150474,9
4,2005,1,0.14977979999999999,9
4,2005,2,0.1610442,9
4,2005,3,0.16439200000000001,9
4,2005,4,0.16038810000000001,9
4,2006,1,0.15282299999999999,9
4,2006,2,0.1656996,9
4,2006,3,0.16728899999999999,9
4,2006,4,0.16012960000000001,9
