marketgroup,year,quarter,price,foodgroup
1,2004,1,0.2658161,6
1,2004,2,0.2781962,6
1,2004,3,0.28073300000000001,6
1,2004,4,0.26000820000000002,6
1,2005,1,0.30178860000000002,6
1,2005,2,0.31192330000000001,6
1,2005,3,0.30566189999999999,6
1,2005,4,0.29176639999999998,6
1,2006,1,0.2709917,6
1,2006,2,0.33564739999999998,6
1,2006,3,0.3059944,6
1,2006,4,0.27102199999999999,6
1,2007,1,0.29199639999999999,6
1,2007,2,0.29355409999999998,6
1,2007,3,0.3195093,6
1,2007,4,0.30162600000000001,6
1,2008,1,0.30380889999999999,6
1,2008,2,0.33038630000000002,6
1,2008,3,0.33030759999999998,6
1,2008,4,0.28903139999999999,6
1,2009,1,0.29535739999999999,6
1,2009,2,0.3453349,6
1,2009,3,0.31904880000000002,6
1,2009,4,0.26620149999999998,6
1,2010,1,0.27978799999999998,6
1,2010,2,0.29873529999999998,6
1,2010,3,0.30323119999999998,6
1,2010,4,0.27188390000000001,6
2,2004,1,0.2230782,6
2,2004,2,0.2272681,6
2,2004,3,0.2295334,6
2,2004,4,0.21860840000000001,6
2,2005,1,0.2093209,6
2,2005,2,0.23377200000000001,6
2,2005,3,0.23702780000000001,6
2,2005,4,0.22780120000000001,6
2,2006,1,0.22357850000000001,6
2,2006,2,0.25233610000000001,6
2,2006,3,0.26659290000000002,6
2,2006,4,0.23985219999999999,6
2,2007,1,0.25746989999999997,6
2,2007,2,0.27660190000000001,6
2,2007,3,0.28456880000000001,6
2,2007,4,0.25559579999999998,6
2,2008,1,0.26276169999999999,6
2,2008,2,0.25638440000000001,6
2,2008,3,0.27642949999999999,6
2,2008,4,0.25372119999999998,6
2,2009,1,0.29311959999999998,6
2,2009,2,0.27068429999999999,6
2,2009,3,0.2798908,6
2,2009,4,0.2480716,6
2,2010,1,0.26461610000000002,6
2,2010,2,0.28851130000000003,6
2,2010,3,0.28788809999999998,6
2,2010,4,0.25547419999999998,6
3,2004,1,0.2492267,6
3,2004,2,0.26340570000000002,6
3,2004,3,0.25962020000000002,6
3,2004,4,0.2515714,6
3,2005,1,0.25277699999999997,6
3,2005,2,0.26160840000000002,6
3,2005,3,0.26426050000000001,6
3,2005,4,0.24628449999999999,6
3,2006,1,0.26341769999999998,6
3,2006,2,0.27450750000000002,6
3,2006,3,0.26745190000000002,6
3,2006,4,0.26860410000000001,6
3,2007,1,0.25623970000000001,6
3,2007,2,0.27725030000000001,6
3,2007,3,0.28424909999999998,6
3,2007,4,0.26981650000000001,6
3,2008,1,0.27550819999999998,6
3,2008,2,0.28415610000000002,6
3,2008,3,0.28696749999999999,6
3,2008,4,0.27541009999999999,6
3,2009,1,0.27563290000000001,6
3,2009,2,0.28049360000000001,6
3,2009,3,0.28500189999999997,6
3,2009,4,0.26310990000000001,6
3,2010,1,0.27156190000000002,6
3,2010,2,0.29018769999999999,6
3,2010,3,0.28173730000000002,6
3,2010,4,0.27062770000000003,6
4,2004,1,0.26885110000000001,6
4,2004,2,0.2673065,6
