marketgroup,year,quarter,price,foodgroup
1,2004,1,0.27303230000000001,2
1,2004,2,0.25965379999999999,2
1,2004,3,0.28844209999999998,2
1,2004,4,0.26038410000000001,2
1,2005,1,0.2434328,2
1,2005,2,0.32506180000000001,2
1,2005,3,0.30562780000000001,2
1,2005,4,0.29850579999999999,2
1,2006,1,0.29939909999999997,2
1,2006,2,0.27513399999999999,2
1,2006,3,0.29120449999999998,2
1,2006,4,0.29988710000000002,2
1,2007,1,0.33633010000000002,2
1,2007,2,0.29988900000000002,2
1,2007,3,0.38293509999999997,2
1,2007,4,0.32648110000000002,2
1,2008,1,0.33759020000000001,2
1,2008,2,0.35249560000000002,2
1,2008,3,0.40148610000000001,2
1,2008,4,0.33271990000000001,2
1,2009,1,0.36745460000000002,2
1,2009,2,0.32352510000000001,2
1,2009,3,0.34336420000000001,2
1,2009,4,0.342111,2
1,2010,1,0.3577342,2
1,2010,2,0.35546650000000002,2
1,2010,3,0.34077600000000002,2
1,2010,4,0.3327273,2
2,2004,1,0.31735439999999998,2
2,2004,2,0.28288000000000002,2
2,2004,3,0.28843540000000001,2
2,2004,4,0.2832827,2
2,2005,1,0.31015700000000002,2
2,2005,2,0.31087700000000001,2
2,2005,3,0.30494850000000001,2
2,2005,4,0.32450869999999998,2
2,2006,1,0.35315059999999998,2
2,2006,2,0.34558519999999998,2
2,2006,3,0.32695419999999997,2
2,2006,4,0.32190619999999998,2
2,2007,1,0.38394400000000001,2
2,2007,2,0.36768790000000001,2
2,2007,3,0.34775089999999997,2
2,2007,4,0.34721380000000002,2
2,2008,1,0.3730367,2
2,2008,2,0.38881470000000001,2
2,2008,3,0.39159660000000002,2
2,2008,4,0.35894019999999999,2
2,2009,1,0.42495470000000002,2
2,2009,2,0.40136369999999999,2
2,2009,3,0.42365190000000003,2
2,2009,4,0.3986305,2
2,2010,1,0.41651129999999997,2
2,2010,2,0.42992999999999998,2
2,2010,3,0.43731880000000001,2
2,2010,4,0.40904049999999997,2
3,2004,1,0.24224270000000001,2
3,2004,2,0.2266415,2
3,2004,3,0.23694419999999999,2
3,2004,4,0.22525510000000001,2
3,2005,1,0.22886819999999999,2
3,2005,2,0.23145350000000001,2
3,2005,3,0.2483474,2
3,2005,4,0.24493210000000001,2
3,2006,1,0.25702520000000001,2
3,2006,2,0.2539999,2
3,2006,3,0.29319210000000001,2
3,2006,4,0.2696133,2
3,2007,1,0.26713340000000002,2
3,2007,2,0.25339640000000002,2
3,2007,3,0.27164779999999999,2
3,2007,4,0.27015050000000002,2
3,2008,1,0.2757078,2
3,2008,2,0.29507060000000002,2
3,2008,3,0.30221619999999999,2
3,2008,4,0.27852009999999999,2
3,2009,1,0.3001759,2
3,2009,2,0.29392200000000002,2
3,2009,3,0.30835810000000002,2
3,2009,4,0.30578309999999997,2
3,2010,1,0.31968580000000002,2
3,2010,2,0.30757810000000002,2
3,2010,3,0.31407489999999999,2
3,2010,4,0.30198540000000001,2
4,2004,1,0.23825859999999999,2
4,2004,2,0.23499100000000001,2
4,2004,3,0.2450927,2
4,2004,4,0.23821300000000001,2
4,2005,1,0.22820480000000001,2
