marketgroup,year,quarter,price,foodgroup
1,2004,1,0.22869619999999999,8
1,2004,2,0.2141767,8
1,2004,3,0.22633249999999999,8
1,2004,4,0.221553,8
1,2005,1,0.21379219999999999,8
1,2005,2,0.2310527,8
1,2005,3,0.2358307,8
1,2005,4,0.2320953,8
1,2006,1,0.24824350000000001,8
1,2006,2,0.25978180000000001,8
1,2006,3,0.2439047,8
1,2006,4,0.26628089999999999,8
1,2007,1,0.29362280000000002,8
1,2007,2,0.24903259999999999,8
1,2007,3,0.26190409999999997,8
1,2007,4,0.2769335,8
1,2008,1,0.265426,8
1,2008,2,0.28970299999999999,8
1,2008,3,0.3058844,8
1,2008,4,0.29406650000000001,8
1,2009,1,0.30961100000000003,8
1,2009,2,0.3173552,8
1,2009,3,0.29527759999999997,8
1,2009,4,0.26476339999999998,8
1,2010,1,0.28742299999999998,8
1,2010,2,0.2882808,8
1,2010,3,0.29253489999999999,8
1,2010,4,0.27755770000000002,8
2,2004,1,0.19779730000000001,8
2,2004,2,0.22196089999999999,8
2,2004,3,0.2108111,8
2,2004,4,0.20993419999999999,8
2,2005,1,0.22842299999999999,8
2,2005,2,0.2221689,8
2,2005,3,0.23580499999999999,8
2,2005,4,0.23641770000000001,8
2,2006,1,0.2429847,8
2,2006,2,0.25786930000000002,8
2,2006,3,0.25322810000000001,8
2,2006,4,0.26516099999999998,8
2,2007,1,0.25078149999999999,8
2,2007,2,0.26163819999999999,8
2,2007,3,0.27745930000000002,8
2,2007,4,0.251836,8
2,2008,1,0.2541696,8
2,2008,2,0.27995039999999999,8
2,2008,3,0.29754439999999999,8
2,2008,4,0.28711300000000001,8
2,2009,1,0.29145159999999998,8
2,2009,2,0.3105675,8
2,2009,3,0.30384689999999998,8
2,2009,4,0.28220390000000001,8
2,2010,1,0.29296280000000002,8
2,2010,2,0.29609740000000001,8
2,2010,3,0.31797300000000001,8
2,2010,4,0.30545270000000002,8
3,2004,1,0.19350049999999999,8
3,2004,2,0.18892149999999999,8
3,2004,3,0.2012661,8
3,2004,4,0.19947970000000001,8
3,2005,1,0.19591210000000001,8
3,2005,2,0.2030352,8
3,2005,3,0.20162250000000001,8
3,2005,4,0.2041663,8
3,2006,1,0.21763279999999999,8
3,2006,2,0.21945500000000001,8
3,2006,3,0.2170492,8
3,2006,4,0.20764179999999999,8
3,2007,1,0.22388069999999999,8
